article,date,sales
20,2016-11-17,504
20,2016-11-18,604
20,2016-11-19,600
20,2016-11-20,669
20,2016-11-21,412
20,2016-11-22,514
20,2016-11-23,524
20,2016-11-24,532
20,2016-11-25,578
20,2016-11-26,606
20,2016-11-27,674
20,2016-11-28,418
20,2016-11-29,535
20,2016-11-30,506
20,2016-12-01,369
20,2016-12-02,423
20,2016-12-03,428
20,2016-12-04,440
20,2016-12-05,278
20,2016-12-06,364
20,2016-12-07,351
20,2016-12-08,399
20,2016-12-09,440
20,2016-12-10,473
20,2016-12-11,490
20,2016-12-12,295
20,2016-12-13,323
20,2016-12-14,356
20,2016-12-15,380
20,2016-12-16,387
20,2016-12-17,457
20,2016-12-18,477
20,2016-12-19,321
20,2016-12-20,367
20,2016-12-21,354
20,2016-12-22,361
20,2016-12-23,423
20,2016-12-24,462
20,2016-12-25,500
20,2016-12-26,323
20,2016-12-27,358
20,2016-12-28,364
20,2016-12-29,424
20,2016-12-30,384
20,2016-12-31,425
20,2017-01-01,444
20,2017-01-02,295
20,2017-01-03,309
20,2017-01-04,318
20,2017-01-05,391
20,2017-01-06,356
20,2017-01-07,425
20,2017-01-08,398
20,2017-01-09,299
20,2017-01-10,374
20,2017-01-11,321
20,2017-01-12,381
20,2017-01-13,353
20,2017-01-14,429
20,2017-01-15,466
20,2017-01-16,281
20,2017-01-17,340
20,2017-01-18,317
20,2017-01-19,334
20,2017-01-20,373
20,2017-01-21,402
20,2017-01-22,442
20,2017-01-23,287
20,2017-01-24,349
20,2017-01-25,316
20,2017-01-26,339
20,2017-01-27,385
20,2017-01-28,411
20,2017-01-29,466
20,2017-01-30,284
20,2017-01-31,353
20,2017-02-01,404
20,2017-02-02,400
20,2017-02-03,414
20,2017-02-04,457
20,2017-02-05,471
20,2017-02-06,328
20,2017-02-07,369
20,2017-02-08,378
20,2017-02-09,405
20,2017-02-10,453
20,2017-02-11,480
20,2017-02-12,478
20,2017-02-13,341
20,2017-02-14,367
20,2017-02-15,398
20,2017-02-16,428
20,2017-02-17,441
20,2017-02-18,447
20,2017-02-19,472
20,2017-02-20,320
20,2017-02-21,401
20,2017-02-22,367
20,2017-02-23,414
20,2017-02-24,397
20,2017-02-25,465
20,2017-02-26,477
20,2017-02-27,317
20,2017-02-28,366
20,2017-03-01,454
20,2017-03-02,475
20,2017-03-03,480
20,2017-03-04,542
20,2017-03-05,575
20,2017-03-06,420
20,2017-03-07,453
20,2017-03-08,461
20,2017-03-09,472
20,2017-03-10,506
20,2017-03-11,568
20,2017-03-12,618
20,2017-03-13,398
20,2017-03-14,472
20,2017-03-15,438
20,2017-03-16,490
20,2017-03-17,460
20,2017-03-18,532
20,2017-03-19,565
20,2017-03-20,385
20,2017-03-21,441
20,2017-03-22,435
20,2017-03-23,448
20,2017-03-24,530
20,2017-03-25,544
20,2017-03-26,577
20,2017-03-27,363
20,2017-03-28,423
20,2017-03-29,438
20,2017-03-30,458
20,2017-03-31,551
20,2017-04-01,668
20,2017-04-02,663
20,2017-04-03,453
20,2017-04-04,501
20,2017-04-05,494
20,2017-04-06,593
20,2017-04-07,568
20,2017-04-08,604
20,2017-04-09,648
20,2017-04-10,465
20,2017-04-11,536
20,2017-04-12,537
20,2017-04-13,570
20,2017-04-14,617
20,2017-04-15,560
20,2017-04-16,659
20,2017-04-17,438
20,2017-04-18,511
20,2017-04-19,516
20,2017-04-20,568
20,2017-04-21,563
20,2017-04-22,623
20,2017-04-23,685
20,2017-04-24,442
20,2017-04-25,502
20,2017-04-26,554
20,2017-04-27,539
20,2017-04-28,594
20,2017-04-29,634
20,2017-04-30,706
20,2017-05-01,446
20,2017-05-02,573
20,2017-05-03,587
20,2017-05-04,589
20,2017-05-05,619
20,2017-05-06,668
20,2017-05-07,695
20,2017-05-08,471
20,2017-05-09,594
20,2017-05-10,603
20,2017-05-11,653
20,2017-05-12,630
20,2017-05-13,636
20,2017-05-14,694
20,2017-05-15,463
20,2017-05-16,566
20,2017-05-17,565
20,2017-05-18,616
20,2017-05-19,647
20,2017-05-20,659
20,2017-05-21,694
20,2017-05-22,489
20,2017-05-23,549
20,2017-05-24,539
20,2017-05-25,589
20,2017-05-26,607
20,2017-05-27,664
20,2017-05-28,708
20,2017-05-29,458
20,2017-05-30,569
20,2017-05-31,554
20,2017-06-01,649
20,2017-06-02,676
20,2017-06-03,690
20,2017-06-04,779
20,2017-06-05,525
20,2017-06-06,602
20,2017-06-07,604
20,2017-06-08,623
20,2017-06-09,733
20,2017-06-10,752
20,2017-06-11,766
20,2017-06-12,521
20,2017-06-13,636
20,2017-06-14,623
20,2017-06-15,624
20,2017-06-16,665
20,2017-06-17,715
20,2017-06-18,786
20,2017-06-19,492
20,2017-06-20,609
20,2017-06-21,603
20,2017-06-22,642
20,2017-06-23,659
20,2017-06-24,767
20,2017-06-25,774
20,2017-06-26,474
20,2017-06-27,618
20,2017-06-28,593
20,2017-06-29,603
20,2017-06-30,698
20,2017-07-01,783
20,2017-07-02,827
20,2017-07-03,520
20,2017-07-04,680
20,2017-07-05,609
20,2017-07-06,667
20,2017-07-07,718
20,2017-07-08,721
20,2017-07-09,779
20,2017-07-10,498
20,2017-07-11,679
20,2017-07-12,604
20,2017-07-13,698
20,2017-07-14,714
20,2017-07-15,712
20,2017-07-16,777
20,2017-07-17,520
20,2017-07-18,636
20,2017-07-19,631
20,2017-07-20,702
20,2017-07-21,684
20,2017-07-22,728
20,2017-07-23,772
20,2017-07-24,578
20,2017-07-25,600
20,2017-07-26,656
20,2017-07-27,719
20,2017-07-28,689
20,2017-07-29,796
20,2017-07-30,816
20,2017-07-31,526
20,2017-08-01,542
20,2017-08-02,574
20,2017-08-03,617
20,2017-08-04,652
20,2017-08-05,679
20,2017-08-06,737
20,2017-08-07,485
20,2017-08-08,588
20,2017-08-09,507
20,2017-08-10,621
20,2017-08-11,643
20,2017-08-12,666
20,2017-08-13,690
20,2017-08-14,493
20,2017-08-15,527
20,2017-08-16,525
20,2017-08-17,577
20,2017-08-18,613
20,2017-08-19,688
20,2017-08-20,737
20,2017-08-21,500
20,2017-08-22,568
20,2017-08-23,544
20,2017-08-24,607
20,2017-08-25,644
20,2017-08-26,692
20,2017-08-27,689
20,2017-08-28,460
20,2017-08-29,566
20,2017-08-30,560
20,2017-08-31,566
20,2017-09-01,600
20,2017-09-02,619
20,2017-09-03,696
20,2017-09-04,426
20,2017-09-05,473
20,2017-09-06,546
20,2017-09-07,581
20,2017-09-08,611
20,2017-09-09,646
20,2017-09-10,692
20,2017-09-11,460
20,2017-09-12,522
20,2017-09-13,543
20,2017-09-14,527
20,2017-09-15,631
20,2017-09-16,645
20,2017-09-17,661
20,2017-09-18,435
20,2017-09-19,524
20,2017-09-20,534
20,2017-09-21,564
20,2017-09-22,570
20,2017-09-23,681
20,2017-09-24,663
20,2017-09-25,441
20,2017-09-26,516
20,2017-09-27,491
20,2017-09-28,565
20,2017-09-29,602
20,2017-09-30,645
20,2017-10-01,586
20,2017-10-02,463
20,2017-10-03,479
20,2017-10-04,499
20,2017-10-05,524
20,2017-10-06,534
20,2017-10-07,595
20,2017-10-08,604
20,2017-10-09,428
20,2017-10-10,518
20,2017-10-11,480
20,2017-10-12,505
20,2017-10-13,600
20,2017-10-14,573
20,2017-10-15,584
20,2017-10-16,375
20,2017-10-17,477
20,2017-10-18,482
20,2017-10-19,524
20,2017-10-20,556
20,2017-10-21,618
20,2017-10-22,622
20,2017-10-23,423
20,2017-10-24,463
20,2017-10-25,454
20,2017-10-26,511
20,2017-10-27,548
20,2017-10-28,591
20,2017-10-29,653
20,2017-10-30,394
20,2017-10-31,498
20,2017-11-01,528
20,2017-11-02,583
20,2017-11-03,599
20,2017-11-04,633
20,2017-11-05,661
20,2017-11-06,463
20,2017-11-07,514
20,2017-11-08,489
20,2017-11-09,555
20,2017-11-10,624
20,2017-11-11,646
20,2017-11-12,635
20,2017-11-13,443
20,2017-11-14,537
20,2017-11-15,514
20,2017-11-16,594
20,2017-11-17,574
20,2017-11-18,684
20,2017-11-19,659
20,2017-11-20,424
20,2017-11-21,561
20,2017-11-22,524
20,2017-11-23,577
20,2017-11-24,574
20,2017-11-25,614
20,2017-11-26,687
20,2017-11-27,422
20,2017-11-28,490
20,2017-11-29,539
20,2017-11-30,586
20,2017-12-01,464
20,2017-12-02,391
20,2017-12-03,499
20,2017-12-04,306
20,2017-12-05,386
20,2017-12-06,367
20,2017-12-07,413
20,2017-12-08,407
20,2017-12-09,410
20,2017-12-10,452
20,2017-12-11,334
20,2017-12-12,393
20,2017-12-13,379
20,2017-12-14,378
20,2017-12-15,437
20,2017-12-16,460
20,2017-12-17,469
20,2017-12-18,337
20,2017-12-19,372
20,2017-12-20,362
20,2017-12-21,406
20,2017-12-22,445
20,2017-12-23,475
20,2017-12-24,489
20,2017-12-25,344
20,2017-12-26,392
20,2017-12-27,395
20,2017-12-28,387
20,2017-12-29,433
20,2017-12-30,442
20,2017-12-31,468
21,2013-01-01,222
21,2013-01-02,242
21,2013-01-03,243
21,2013-01-04,246
21,2013-01-05,243
21,2013-01-06,276
21,2013-01-07,215
21,2013-01-08,209
21,2013-01-09,219
21,2013-01-10,247
21,2013-01-11,247
21,2013-01-12,240
21,2013-01-13,253
21,2013-01-14,214
21,2013-01-15,203
21,2013-01-16,205
21,2013-01-17,213
21,2013-01-18,220
21,2013-01-19,259
21,2013-01-20,263
21,2013-01-21,186
21,2013-01-22,194
21,2013-01-23,210
21,2013-01-24,219
21,2013-01-25,241
21,2013-01-26,266
21,2013-01-27,275
21,2013-01-28,185
21,2013-01-29,242
21,2013-01-30,239
21,2013-01-31,229
21,2013-02-01,268
21,2013-02-02,285
21,2013-02-03,298
21,2013-02-04,205
21,2013-02-05,247
21,2013-02-06,256
21,2013-02-07,272
21,2013-02-08,263
21,2013-02-09,263
21,2013-02-10,279
21,2013-02-11,186
21,2013-02-12,213
21,2013-02-13,220
21,2013-02-14,224
21,2013-02-15,263
21,2013-02-16,295
21,2013-02-17,310
21,2013-02-18,196
21,2013-02-19,239
21,2013-02-20,235
21,2013-02-21,235
21,2013-02-22,272
21,2013-02-23,291
21,2013-02-24,307
21,2013-02-25,199
21,2013-02-26,262
21,2013-02-27,236
21,2013-02-28,254
21,2013-03-01,347
21,2013-03-02,307
21,2013-03-03,363
21,2013-03-04,219
21,2013-03-05,294
21,2013-03-06,293
21,2013-03-07,285
21,2013-03-08,331
21,2013-03-09,326
21,2013-03-10,329
21,2013-03-11,233
21,2013-03-12,261
21,2013-03-13,275
21,2013-03-14,311
21,2013-03-15,330
21,2013-03-16,350
21,2013-03-17,367
21,2013-03-18,232
21,2013-03-19,289
21,2013-03-20,283
21,2013-03-21,317
21,2013-03-22,325
21,2013-03-23,351
21,2013-03-24,337
21,2013-03-25,255
21,2013-03-26,274
21,2013-03-27,282
21,2013-03-28,320
21,2013-03-29,326
21,2013-03-30,358
21,2013-03-31,374
21,2013-04-01,299
21,2013-04-02,332
21,2013-04-03,301
21,2013-04-04,365
21,2013-04-05,321
21,2013-04-06,403
21,2013-04-07,454
21,2013-04-08,279
21,2013-04-09,334
21,2013-04-10,369
21,2013-04-11,331
21,2013-04-12,424
21,2013-04-13,445
21,2013-04-14,448
21,2013-04-15,273
21,2013-04-16,349
21,2013-04-17,291
21,2013-04-18,352
21,2013-04-19,365
21,2013-04-20,416
21,2013-04-21,405
21,2013-04-22,289
21,2013-04-23,332
21,2013-04-24,333
21,2013-04-25,332
21,2013-04-26,350
21,2013-04-27,387
21,2013-04-28,456
21,2013-04-29,280
21,2013-04-30,319
21,2013-05-01,332
21,2013-05-02,376
21,2013-05-03,399
21,2013-05-04,393
21,2013-05-05,470
21,2013-05-06,278
21,2013-05-07,345
21,2013-05-08,339
21,2013-05-09,385
21,2013-05-10,395
21,2013-05-11,421
21,2013-05-12,450
21,2013-05-13,281
21,2013-05-14,337
21,2013-05-15,347
21,2013-05-16,397
21,2013-05-17,404
21,2013-05-18,439
21,2013-05-19,421
21,2013-05-20,298
21,2013-05-21,319
21,2013-05-22,361
21,2013-05-23,363
21,2013-05-24,389
21,2013-05-25,444
21,2013-05-26,481
21,2013-05-27,293
21,2013-05-28,327
21,2013-05-29,344
21,2013-05-30,390
21,2013-05-31,408
21,2013-06-01,402
21,2013-06-02,473
21,2013-06-03,363
21,2013-06-04,393
21,2013-06-05,374
21,2013-06-06,414
21,2013-06-07,421
21,2013-06-08,448
21,2013-06-09,494
21,2013-06-10,317
21,2013-06-11,387
21,2013-06-12,415
21,2013-06-13,399
21,2013-06-14,444
21,2013-06-15,493
21,2013-06-16,471
21,2013-06-17,298
21,2013-06-18,376
21,2013-06-19,355
21,2013-06-20,402
21,2013-06-21,446
21,2013-06-22,429
21,2013-06-23,513
21,2013-06-24,306
21,2013-06-25,384
21,2013-06-26,351
21,2013-06-27,416
21,2013-06-28,426
21,2013-06-29,493
21,2013-06-30,456
21,2013-07-01,349
21,2013-07-02,415
21,2013-07-03,400
21,2013-07-04,421
21,2013-07-05,424
21,2013-07-06,488
21,2013-07-07,489
21,2013-07-08,345
21,2013-07-09,379
21,2013-07-10,399
21,2013-07-11,411
21,2013-07-12,496
21,2013-07-13,540
21,2013-07-14,552
21,2013-07-15,347
21,2013-07-16,403
21,2013-07-17,410
21,2013-07-18,412
21,2013-07-19,463
21,2013-07-20,480
21,2013-07-21,523
21,2013-07-22,324
21,2013-07-23,417
21,2013-07-24,378
21,2013-07-25,423
21,2013-07-26,433
21,2013-07-27,476
21,2013-07-28,516
21,2013-07-29,318
21,2013-07-30,366
21,2013-07-31,417
21,2013-08-01,367
21,2013-08-02,435
21,2013-08-03,442
21,2013-08-04,452
21,2013-08-05,286
21,2013-08-06,372
21,2013-08-07,326
21,2013-08-08,365
21,2013-08-09,365
21,2013-08-10,450
21,2013-08-11,466
21,2013-08-12,294
21,2013-08-13,348
21,2013-08-14,370
21,2013-08-15,373
21,2013-08-16,404
21,2013-08-17,440
21,2013-08-18,468
21,2013-08-19,312
21,2013-08-20,333
21,2013-08-21,355
21,2013-08-22,413
21,2013-08-23,387
21,2013-08-24,441
21,2013-08-25,459
21,2013-08-26,324
21,2013-08-27,353
21,2013-08-28,311
21,2013-08-29,366
21,2013-08-30,411
21,2013-08-31,439
21,2013-09-01,438
21,2013-09-02,278
21,2013-09-03,326
21,2013-09-04,335
21,2013-09-05,361
21,2013-09-06,379
21,2013-09-07,405
21,2013-09-08,430
21,2013-09-09,265
21,2013-09-10,326
21,2013-09-11,339
21,2013-09-12,318
21,2013-09-13,377
21,2013-09-14,411
21,2013-09-15,406
21,2013-09-16,278
21,2013-09-17,305
21,2013-09-18,350
21,2013-09-19,346
21,2013-09-20,367
21,2013-09-21,431
21,2013-09-22,437
21,2013-09-23,292
21,2013-09-24,311
21,2013-09-25,356
21,2013-09-26,374
21,2013-09-27,397
21,2013-09-28,380
21,2013-09-29,446
21,2013-09-30,264
21,2013-10-01,296
21,2013-10-02,349
21,2013-10-03,352
21,2013-10-04,372
21,2013-10-05,380
21,2013-10-06,373
21,2013-10-07,271
21,2013-10-08,291
21,2013-10-09,306
21,2013-10-10,312
21,2013-10-11,369
21,2013-10-12,362
21,2013-10-13,391
21,2013-10-14,245
21,2013-10-15,291
21,2013-10-16,314
21,2013-10-17,357
21,2013-10-18,341
21,2013-10-19,411
21,2013-10-20,359
21,2013-10-21,267
21,2013-10-22,314
21,2013-10-23,300
21,2013-10-24,359
21,2013-10-25,364
21,2013-10-26,410
21,2013-10-27,396
21,2013-10-28,265
21,2013-10-29,293
21,2013-10-30,294
21,2013-10-31,318
21,2013-11-01,370
21,2013-11-02,422
21,2013-11-03,399
21,2013-11-04,269
21,2013-11-05,339
21,2013-11-06,315
21,2013-11-07,361
21,2013-11-08,365
21,2013-11-09,405
21,2013-11-10,393
21,2013-11-11,276
21,2013-11-12,311
21,2013-11-13,332
21,2013-11-14,335
21,2013-11-15,380
21,2013-11-16,380
21,2013-11-17,417
21,2013-11-18,314
21,2013-11-19,352
21,2013-11-20,330
21,2013-11-21,349
21,2013-11-22,363
21,2013-11-23,354
21,2013-11-24,433
21,2013-11-25,276
21,2013-11-26,321
21,2013-11-27,345
21,2013-11-28,345
21,2013-11-29,418
21,2013-11-30,384
21,2013-12-01,332
21,2013-12-02,218
21,2013-12-03,247
21,2013-12-04,234
21,2013-12-05,239
21,2013-12-06,292
21,2013-12-07,305
21,2013-12-08,302
21,2013-12-09,191
21,2013-12-10,243
21,2013-12-11,237
21,2013-12-12,279
21,2013-12-13,262
21,2013-12-14,274
21,2013-12-15,285
21,2013-12-16,176
21,2013-12-17,226
21,2013-12-18,223
21,2013-12-19,231
21,2013-12-20,260
21,2013-12-21,274
21,2013-12-22,333
21,2013-12-23,191
21,2013-12-24,256
21,2013-12-25,208
21,2013-12-26,270
21,2013-12-27,261
21,2013-12-28,308
21,2013-12-29,286
21,2013-12-30,204
21,2013-12-31,205
21,2014-01-01,245
21,2014-01-02,277
21,2014-01-03,294
21,2014-01-04,309
21,2014-01-05,301
21,2014-01-06,229
21,2014-01-07,237
21,2014-01-08,237
21,2014-01-09,266
21,2014-01-10,321
21,2014-01-11,280
21,2014-01-12,298
21,2014-01-13,199
21,2014-01-14,238
21,2014-01-15,262
21,2014-01-16,251
21,2014-01-17,274
21,2014-01-18,279
21,2014-01-19,277
21,2014-01-20,208
21,2014-01-21,259
21,2014-01-22,226
21,2014-01-23,244
21,2014-01-24,294
21,2014-01-25,288
21,2014-01-26,280
21,2014-01-27,223
21,2014-01-28,232
21,2014-01-29,260
21,2014-01-30,253
21,2014-01-31,257
21,2014-02-01,327
21,2014-02-02,321
21,2014-02-03,225
21,2014-02-04,265
21,2014-02-05,272
21,2014-02-06,271
21,2014-02-07,280
21,2014-02-08,337
21,2014-02-09,338
21,2014-02-10,238
21,2014-02-11,279
21,2014-02-12,258
21,2014-02-13,282
21,2014-02-14,301
21,2014-02-15,334
21,2014-02-16,351
21,2014-02-17,222
21,2014-02-18,252
21,2014-02-19,277
21,2014-02-20,301
21,2014-02-21,302
21,2014-02-22,339
21,2014-02-23,355
21,2014-02-24,232
21,2014-02-25,263
21,2014-02-26,291
21,2014-02-27,295
21,2014-02-28,318
21,2014-03-01,383
21,2014-03-02,436
21,2014-03-03,294
21,2014-03-04,304
21,2014-03-05,337
21,2014-03-06,332
21,2014-03-07,367
21,2014-03-08,411
21,2014-03-09,438
21,2014-03-10,292
21,2014-03-11,328
21,2014-03-12,318
21,2014-03-13,356
21,2014-03-14,374
21,2014-03-15,383
21,2014-03-16,417
21,2014-03-17,287
21,2014-03-18,303
21,2014-03-19,311
21,2014-03-20,303
21,2014-03-21,377
21,2014-03-22,401
21,2014-03-23,405
21,2014-03-24,279
21,2014-03-25,295
21,2014-03-26,315
21,2014-03-27,320
21,2014-03-28,365
21,2014-03-29,404
21,2014-03-30,405
21,2014-03-31,251
21,2014-04-01,447
21,2014-04-02,362
21,2014-04-03,378
21,2014-04-04,392
21,2014-04-05,482
21,2014-04-06,449
21,2014-04-07,313
21,2014-04-08,392
21,2014-04-09,386
21,2014-04-10,394
21,2014-04-11,417
21,2014-04-12,473
21,2014-04-13,462
21,2014-04-14,338
21,2014-04-15,378
21,2014-04-16,360
21,2014-04-17,358
21,2014-04-18,447
21,2014-04-19,448
21,2014-04-20,490
21,2014-04-21,318
21,2014-04-22,340
21,2014-04-23,382
21,2014-04-24,421
21,2014-04-25,475
21,2014-04-26,430
21,2014-04-27,491
21,2014-04-28,331
21,2014-04-29,388
21,2014-04-30,352
21,2014-05-01,424
21,2014-05-02,472
21,2014-05-03,532
21,2014-05-04,504
21,2014-05-05,342
21,2014-05-06,370
21,2014-05-07,390
21,2014-05-08,419
21,2014-05-09,456
21,2014-05-10,450
21,2014-05-11,548
21,2014-05-12,335
21,2014-05-13,397
21,2014-05-14,385
21,2014-05-15,432
21,2014-05-16,469
21,2014-05-17,525
21,2014-05-18,513
21,2014-05-19,310
21,2014-05-20,408
21,2014-05-21,395
21,2014-05-22,456
21,2014-05-23,409
21,2014-05-24,485
21,2014-05-25,543
21,2014-05-26,351
21,2014-05-27,379
21,2014-05-28,406
21,2014-05-29,455
21,2014-05-30,484
21,2014-05-31,477
21,2014-06-01,552
21,2014-06-02,382
21,2014-06-03,420
21,2014-06-04,441
21,2014-06-05,447
21,2014-06-06,519
21,2014-06-07,517
21,2014-06-08,547
21,2014-06-09,382
21,2014-06-10,460
21,2014-06-11,416
21,2014-06-12,465
21,2014-06-13,512
21,2014-06-14,530
21,2014-06-15,567
21,2014-06-16,365
21,2014-06-17,430
21,2014-06-18,430
21,2014-06-19,446
21,2014-06-20,476
21,2014-06-21,515
21,2014-06-22,567
21,2014-06-23,368
21,2014-06-24,426
21,2014-06-25,444
21,2014-06-26,463
21,2014-06-27,520
21,2014-06-28,507
21,2014-06-29,549
21,2014-06-30,332
21,2014-07-01,482
21,2014-07-02,447
21,2014-07-03,497
21,2014-07-04,516
21,2014-07-05,586
21,2014-07-06,527
21,2014-07-07,398
21,2014-07-08,477
21,2014-07-09,428
21,2014-07-10,499
21,2014-07-11,529
21,2014-07-12,557
21,2014-07-13,574
21,2014-07-14,423
21,2014-07-15,476
21,2014-07-16,454
21,2014-07-17,492
21,2014-07-18,484
21,2014-07-19,542
21,2014-07-20,549
21,2014-07-21,375
21,2014-07-22,458
21,2014-07-23,471
21,2014-07-24,499
21,2014-07-25,556
21,2014-07-26,564
21,2014-07-27,605
21,2014-07-28,431
21,2014-07-29,451
21,2014-07-30,490
21,2014-07-31,512
21,2014-08-01,446
21,2014-08-02,497
21,2014-08-03,490
21,2014-08-04,342
21,2014-08-05,397
21,2014-08-06,411
21,2014-08-07,441
21,2014-08-08,466
21,2014-08-09,481
21,2014-08-10,495
21,2014-08-11,342
21,2014-08-12,422
21,2014-08-13,399
21,2014-08-14,433
21,2014-08-15,444
21,2014-08-16,494
21,2014-08-17,535
21,2014-08-18,330
21,2014-08-19,399
21,2014-08-20,402
21,2014-08-21,425
21,2014-08-22,458
21,2014-08-23,541
21,2014-08-24,517
21,2014-08-25,384
21,2014-08-26,424
21,2014-08-27,402
21,2014-08-28,457
21,2014-08-29,448
21,2014-08-30,459
21,2014-08-31,504
21,2014-09-01,312
21,2014-09-02,393
21,2014-09-03,355
21,2014-09-04,370
21,2014-09-05,404
21,2014-09-06,445
21,2014-09-07,513
21,2014-09-08,325
21,2014-09-09,416
21,2014-09-10,381
21,2014-09-11,398
21,2014-09-12,438
21,2014-09-13,498
21,2014-09-14,489
21,2014-09-15,353
21,2014-09-16,365
21,2014-09-17,373
21,2014-09-18,396
21,2014-09-19,424
21,2014-09-20,435
21,2014-09-21,520
21,2014-09-22,323
21,2014-09-23,359
21,2014-09-24,384
21,2014-09-25,431
21,2014-09-26,427
21,2014-09-27,475
21,2014-09-28,455
21,2014-09-29,336
21,2014-09-30,359
21,2014-10-01,362
21,2014-10-02,356
21,2014-10-03,416
21,2014-10-04,433
21,2014-10-05,398
21,2014-10-06,312
21,2014-10-07,322
21,2014-10-08,355
21,2014-10-09,411
21,2014-10-10,383
21,2014-10-11,382
21,2014-10-12,454
21,2014-10-13,298
21,2014-10-14,362
21,2014-10-15,382
21,2014-10-16,408
21,2014-10-17,393
21,2014-10-18,399
21,2014-10-19,446
21,2014-10-20,293
21,2014-10-21,357
21,2014-10-22,346
21,2014-10-23,361
21,2014-10-24,399
21,2014-10-25,407
21,2014-10-26,467
21,2014-10-27,331
21,2014-10-28,350
21,2014-10-29,338
21,2014-10-30,381
21,2014-10-31,379
21,2014-11-01,512
21,2014-11-02,447
21,2014-11-03,322
21,2014-11-04,365
21,2014-11-05,373
21,2014-11-06,394
21,2014-11-07,416
21,2014-11-08,463
21,2014-11-09,452
21,2014-11-10,331
21,2014-11-11,381
21,2014-11-12,357
21,2014-11-13,412
21,2014-11-14,422
21,2014-11-15,468
21,2014-11-16,519
21,2014-11-17,335
21,2014-11-18,381
21,2014-11-19,375
21,2014-11-20,416
21,2014-11-21,436
21,2014-11-22,464
21,2014-11-23,484
21,2014-11-24,311
21,2014-11-25,358
21,2014-11-26,393
21,2014-11-27,415
21,2014-11-28,417
21,2014-11-29,465
21,2014-11-30,458
21,2014-12-01,250
21,2014-12-02,261
21,2014-12-03,253
21,2014-12-04,291
21,2014-12-05,313
21,2014-12-06,316
21,2014-12-07,358
21,2014-12-08,232
21,2014-12-09,279
21,2014-12-10,275
21,2014-12-11,329
21,2014-12-12,326
21,2014-12-13,328
21,2014-12-14,361
21,2014-12-15,241
21,2014-12-16,263
21,2014-12-17,259
21,2014-12-18,289
21,2014-12-19,299
21,2014-12-20,323
21,2014-12-21,345
21,2014-12-22,239
21,2014-12-23,292
21,2014-12-24,273
21,2014-12-25,292
21,2014-12-26,296
21,2014-12-27,329
21,2014-12-28,357
21,2014-12-29,210
21,2014-12-30,250
21,2014-12-31,272
21,2015-01-01,252
21,2015-01-02,289
21,2015-01-03,320
21,2015-01-04,334
21,2015-01-05,187
21,2015-01-06,242
21,2015-01-07,261
21,2015-01-08,288
21,2015-01-09,306
21,2015-01-10,301
21,2015-01-11,313
21,2015-01-12,210
21,2015-01-13,241
21,2015-01-14,264
21,2015-01-15,283
21,2015-01-16,286
21,2015-01-17,313
21,2015-01-18,303
21,2015-01-19,195
21,2015-01-20,237
21,2015-01-21,242
21,2015-01-22,261
21,2015-01-23,280
21,2015-01-24,313
21,2015-01-25,320
21,2015-01-26,203
21,2015-01-27,240
21,2015-01-28,254
21,2015-01-29,251
21,2015-01-30,275
21,2015-01-31,318
21,2015-02-01,362
21,2015-02-02,232
21,2015-02-03,261
21,2015-02-04,279
21,2015-02-05,321
21,2015-02-06,334
21,2015-02-07,392
21,2015-02-08,336
21,2015-02-09,222
21,2015-02-10,253
21,2015-02-11,316
21,2015-02-12,305
21,2015-02-13,310
21,2015-02-14,318
21,2015-02-15,364
21,2015-02-16,238
21,2015-02-17,282
21,2015-02-18,272
21,2015-02-19,295
21,2015-02-20,335
21,2015-02-21,349
21,2015-02-22,368
21,2015-02-23,229
21,2015-02-24,286
21,2015-02-25,302
21,2015-02-26,338
21,2015-02-27,312
21,2015-02-28,301
21,2015-03-01,437
21,2015-03-02,272
21,2015-03-03,332
21,2015-03-04,322
21,2015-03-05,371
21,2015-03-06,368
21,2015-03-07,426
21,2015-03-08,417
21,2015-03-09,282
21,2015-03-10,336
21,2015-03-11,361
21,2015-03-12,369
21,2015-03-13,379
21,2015-03-14,390
21,2015-03-15,396
21,2015-03-16,294
21,2015-03-17,403
21,2015-03-18,348
21,2015-03-19,376
21,2015-03-20,393
21,2015-03-21,387
21,2015-03-22,416
21,2015-03-23,282
21,2015-03-24,344
21,2015-03-25,342
21,2015-03-26,332
21,2015-03-27,409
21,2015-03-28,429
21,2015-03-29,431
21,2015-03-30,275
21,2015-03-31,311
21,2015-04-01,378
21,2015-04-02,416
21,2015-04-03,420
21,2015-04-04,491
21,2015-04-05,492
21,2015-04-06,322
21,2015-04-07,375
21,2015-04-08,384
21,2015-04-09,408
21,2015-04-10,420
21,2015-04-11,508
21,2015-04-12,509
21,2015-04-13,341
21,2015-04-14,396
21,2015-04-15,364
21,2015-04-16,424
21,2015-04-17,428
21,2015-04-18,510
21,2015-04-19,504
21,2015-04-20,333
21,2015-04-21,409
21,2015-04-22,393
21,2015-04-23,418
21,2015-04-24,473
21,2015-04-25,480
21,2015-04-26,498
21,2015-04-27,368
21,2015-04-28,422
21,2015-04-29,386
21,2015-04-30,412
21,2015-05-01,510
21,2015-05-02,509
21,2015-05-03,536
21,2015-05-04,330
21,2015-05-05,395
21,2015-05-06,414
21,2015-05-07,465
21,2015-05-08,503
21,2015-05-09,471
21,2015-05-10,559
21,2015-05-11,377
21,2015-05-12,373
